9-3-2018;9:34:12;0;0;0;0;0;0;23.57;32.69;396.1;5;565s
9-3-2018;9:34:22;0;0;0;0;0;0;23.57;32.69;396.1;5;577s
9-3-2018;9:34:30;0;0;0;0;0;0;23.57;32.69;396.1;5;597s
9-3-2018;9:34:40;0;0;0;0;0;0;23.57;32.69;401.6;5;577s
9-3-2018;9:34:48;0;0;0;0;0;0;23.57;32.69;392;5;556
9-3-2018;9:34:58;0;0;0;0;0;0;23.57;32.69;375.4;5;565s
9-3-2018;9:35:6;0;0;0;0;0;0;23.57;32.69;365.7;5;552~s
9-3-2018;9:35:16;0;0;0;0;0;0;23.57;32.69;398.7;5;545s
13-3-2018;14:10:2;0;0;0;0;0;0;23.57;37.16;1129;0.4;783
13-3-2018;14:10:50;0;0;0;0;0;0;22.88;37.16;979.7;0.4;767
13-3-2018;14:17:15;0;0;0;0;0;0;22.88;37.16;1396.2;0.4;741
19-3-2018;13:14:21;0;0;0;0;0;0;24.28;17.31;404.2;0;670
19-3-2018;13:15:7;0;0;0;0;0;0;24.28;17.31;400.2;0;710
19-3-2018;13:15:55;0;0;0;0;0;0;24.28;17.31;404.2;0;667
19-3-2018;13:17:13;0;0;0;0;0;0;24.28;17.31;408.3;0;698
19-3-2018;13:17:43;0;0;0;0;0;0;24.28;17.31;404.2;0;693
19-3-2018;13:18:13;0;0;0;0;0;0;24.28;17.31;404.2;0;695
19-3-2018;13:22:4;0;0;0;0;0;0;24.28;17.31;404.2;0;690
19-3-2018;13:22:34;0;0;0;0;0;0;24.28;17.31;406.9;0;700
19-3-2018;13:23:4;0;0;0;0;0;0;24.28;17.31;406.9;0;698
19-3-2018;13:24:6;0;0;0;0;0;0;24.28;17.31;400.2;0;719
19-3-2018;13:24:36;0;0;0;0;0;0;24.28;17.31;404.2;0;688
19-3-2018;13:25:6;0;0;0;0;0;0;24.28;17.31;404.2;0;698
19-3-2018;13:25:38;0;0;0;0;0;0;24.28;17.31;408.3;0;724
19-3-2018;13:26:8;0;0;0;0;0;0;24.28;17.31;408.3;0;676
19-3-2018;13:26:38;0;0;0;0;0;0;24.28;17.31;405.7;0;661
19-3-2018;13:27:40;0;0;0;0;0;0;24.28;17.31;408.3;0;726
19-3-2018;13:28:10;0;0;0;0;0;0;24.28;17.31;404.2;0;701
19-3-2018;13:28:40;0;0;0;0;0;0;24.28;17.31;404.2;0;654
19-3-2018;13:52:33;0;0;0;0;0;0;24.28;17.31;400.2;0;690
19-3-2018;13:53:35;0;0;0;0;0;0;24.28;16.82;400.2;0;619
19-3-2018;13:55:43;0;0;0;0;0;0;24.28;17.31;408.3;0;670
19-3-2018;13:56:45;0;0;0;0;0;0;24.28;17.31;408.3;0;672
19-3-2018;13:57:15;0;0;0;0;0;0;24.28;17.31;404.2;0;634
19-3-2018;13:57:47;0;0;0;0;0;0;24.28;17.31;404.2;0;643
19-3-2018;13:58:17;0;0;0;0;0;0;24.28;16.82;404.2;0;677
19-3-2018;14:2:8;0;0;0;0;0;0;24.28;17.31;404.2;0;643s
19-3-2018;14:2:40;0;0;0;0;0;0;24.28;17.31;400.2;0;658
19-3-2018;14:3:10;0;0;0;0;0;0;24.28;17.31;400.2;0;665
19-3-2018;14:3:40;0;0;0;0;0;0;24.28;17.31;398.7;0;695
19-3-2018;14:4:12;0;0;0;0;0;0;24.28;17.31;396.1;0;648
19-3-2018;14:4:44;0;0;0;0;0;0;24.28;17.31;396.1;0;670
19-3-2018;14:5:32;0;0;0;0;0;0;24.28;17.31;398.7;0;672
19-3-2018;14:6:18;0;0;0;0;0;0;24.28;17.31;392;0;715~s
19-3-2018;14:7:6;0;0;0;0;0;0;24.28;17.31;402.8;0;703s
19-3-2018;14:10:12;0;0;0;0;0;0;24.28;17.31;396.1;0;700
19-3-2018;14:10:44;0;0;0;0;0;0;24.28;17.31;396.1;0;667
19-3-2018;14:12:18;0;0;0;0;0;0;24.28;17.31;400.2;0;703
19-3-2018;14:13:52;0;0;0;0;0;0;24.28;17.31;393.1;0;675
19-3-2018;14:14:40;0;0;0;0;0;0;24.28;17.31;394.6;0;675
19-3-2018;14:15:26;0;0;0;0;0;0;24.28;17.31;392;0;655s
19-3-2018;14:16:14;0;0;0;0;0;0;24.27;17.31;392;0;655s
19-3-2018;14:17:48;0;0;0;0;0;0;25.67;15.82;394.6;0;676
19-3-2018;14:19:22;0;0;0;0;0;0;26.36;15.33;400.2;0;643
19-3-2018;14:20:10;0;0;0;0;0;0;26.36;15.82;400.2;0;664
19-3-2018;14:20:56;0;0;0;0;0;0;26.36;15.83;398.7;0;704
19-3-2018;14:21:44;0;0;0;0;0;0;25.67;15.82;396.1;0;661
19-3-2018;14:31:41;0;0;0;0;0;0;25.66;16.81;392;0;665s
19-3-2018;14:31:45;0;0;0;0;0;0;25.66;16.81;392;0;674s
19-3-2018;14:31:49;0;0;0;0;0;0;25.66;16.81;392;0;697s
19-3-2018;14:31:53;0;0;0;0;0;0;25.66;16.81;392;0;707s
19-3-2018;14:31:57;0;0;0;0;0;0;25.66;16.81;392;0;697s
19-3-2018;14:32:1;0;0;0;0;0;0;25.66;16.81;392;0;705~s
19-3-2018;14:32:5;0;0;0;0;0;0;25.66;16.81;392;0;718~s
19-3-2018;14:32:9;0;0;0;0;0;0;24.97;16.81;392;0;687~s
19-3-2018;14:32:13;0;0;0;0;0;0;24.97;16.81;392;0;710s
19-3-2018;14:32:17;0;0;0;0;0;0;24.97;16.81;392;0;715s
19-3-2018;14:32:21;0;0;0;0;0;0;24.97;16.82;392;0;700s
19-3-2018;14:32:25;0;0;0;0;0;0;24.97;16.82;392;0;707s
19-3-2018;14:32:43;0;0;0;0;0;0;24.97;16.82;392;0;687s
19-3-2018;14:33:31;0;0;0;0;0;0;24.97;16.81;392;0;725s
19-3-2018;14:34:17;0;0;0;0;0;0;24.97;16.81;392;0;674s
19-3-2018;14:35:5;0;0;0;0;0;0;24.97;16.81;392;0;687~s
19-3-2018;14:35:51;0;0;0;0;0;0;24.97;16.81;392;0;686s
19-3-2018;14:36:39;0;0;0;0;0;0;24.97;16.81;394.6;0;676
19-3-2018;14:37:25;0;0;0;0;0;0;24.97;16.81;392;0;632s
19-3-2018;15:35:5;0;0;0;0;0;0;24.97;17.31;380.9;0;666
19-3-2018;15:35:11;0;0;0;0;0;0;24.97;17.31;380.9;0;673
19-3-2018;15:35:15;0;0;0;0;0;0;24.97;17.31;380.9;0;668
19-3-2018;15:35:19;0;0;0;0;0;0;24.97;17.31;380.9;0;659
19-3-2018;15:36:47;0;0;0;0;0;0;24.28;17.31;376.8;0;681
19-3-2018;15:36:57;0;0;0;0;0;0;24.28;17.8;376.8;0;637
19-3-2018;15:38:29;0;0;0;0;0;0;24.28;17.31;376.8;0;637
19-3-2018;15:38:45;0;0;0;0;0;0;24.28;17.31;376.8;0;652
19-3-2018;15:41:3;0;0;0;0;0;0;24.28;16.82;376.8;0;623
19-3-2018;15:41:53;0;0;0;0;0;0;24.28;16.82;380.9;0;606
19-3-2018;15:43:19;0;0;0;0;0;0;24.28;17.31;376.8;0;654
19-3-2018;15:45:19;0;0;0;0;0;0;24.28;16.82;376.8;0;632
19-3-2018;15:46:9;0;0;0;0;0;0;24.28;16.82;376.8;0;649
19-3-2018;15:49:34;0;0;0;0;0;0;24.28;16.82;380.9;0;664
19-3-2018;15:50:24;0;0;0;0;0;0;24.28;16.82;385;0;599s
19-3-2018;15:52:26;0;0;0;0;0;0;24.28;17.31;380.9;0;632
19-3-2018;15:53:16;0;0;0;0;0;0;24.28;16.82;385;0;661s
